title,price,is_a_bid,link
"IT, Stephen King (1986, HC/DJ, 1st Edition 1st Print), 1st/1st Hardcover Viking",25,FALSE,https://www.ebay.com/itm/125428249640?epid=490966&hash=item1d341b3428:g:ZUMAAOSwzpJi2udH&amdata=enc%3AAQAHAAAAoIABERi4vZT7ff3hW%2FjW%2FLD21ty7cXV6Eb9MK5GyWSywvGwp6tP15gfwAM2ZgfTPoSAt81tY2P7SvTnmKmJrtJQL%2BCc2U0%2BQDWwF1%2BJOOKgIzT2GSAlnB0NTbYbgpAOlWP9%2Bl95uEpj4lWuR6cIPf9ZUt6Q4Cgd%2FyDW%2F2%2BpHE6m1Cts34hkvckhe7Om2G3XVU%2BvjaHP3LnBm7S%2F7KCnwQ1Y%3D%7Ctkp%3ABk9SR5S_ic_tYA
"Hardcover with Jacket  - Stephen King  IT , 1986, First Edition, First Printing",28.99,TRUE,https://www.ebay.com/itm/394234504043?hash=item5bca35236b:g:TwAAAOSwZbhjGgJg&amdata=enc%3AAQAHAAAAoPbIIw6Vad4u2WijDXQPSn%2FYPL0WtK4xuhJ7R1CpFeDrmLvqmFJ9o9i8DWYGYE4wxtkYa37wdxe%2FV%2BpRRoan3lHyXS3%2FLuG7F72X%2FFkSuTF8YiRIHt%2BI33CMRCv7nqXiDGSj0bU6Aa4aIcbK2V11Ue8hCr61S4AuK7J%2BfSVB%2B861bb3hrbiXVaMH0vZKxswoIHtJSWZ7pOLnUwb4I6dRusE%3D%7Ctkp%3ABk9SR46_ic_tYA
"Stephen King, IT, New English Library Paperback UK Edition 1987 sold as is *READ",29.65,FALSE,https://www.ebay.com/itm/224591784933?hash=item344ab6abe5:g:fOEAAOSw~VphLZkV&amdata=enc%3AAQAHAAAAoDuwUGoT%2BvN%2BaFP1b3d8%2BJe19m1oAiyr%2FPC7Cs8q5yeb7tpPj%2FTvM6b1XZ%2FRJcCH1wJWJ6blObGpOODzHaLur9xXysw6TFwiA4aI0k9lMiVdJaFt%2BiRtnsnFEzQdCf1cZAl1xXlXXVyvS%2Fjd8W7VG91hACi1%2F4mpYRv7U7v8pzZzyHyYN7h8Cb9lCjV9lYZMm1ursj5tRkXSPyCAWBZKIFo%3D%7Ctkp%3ABk9SR5K_ic_tYA
Stephen King Lot Bachman Books IT Paperback Hardcover Salems Carrie The Shining,29.65,FALSE,https://www.ebay.com/itm/403589145822?hash=item5df7c9a4de:g:NHQAAOSw8SZiTtyB&amdata=enc%3AAQAHAAAA4IK%2FQ2AWHzSoe%2BaJwLBqeRnfjIbhDP6HPMSmsU%2Fz0GD9JCZ5pL7liXE%2F8FE5pkWlrytVZF%2FUhlNWV%2BEKqcqycE%2FQP1RJf8nB9i4Fi0qA3ysH0lVaRUfl6OuELbjh2QcIoBLDGmkVqpTScVaNsh1xZhbLIfPBabjvP8NCDtTlUvu0X79ZCU7ZFEQeCtHuT3h6oinQ0mMsg%2Bf8Icax9HPc%2B4Gxxthgqth%2FTG1zXnqE3a0%2BicVr6A%2FjEY1RMSTPMMq563WT2FYnUFfnfPpCqcSG8oDAFT%2FF1VoUb6aKI01HKwZV%7Ctkp%3ABk9SR5K_ic_tYA
Lot of 12 STEPHEN KING Books Hardcover & Paperback Collection IT INSOMNIA,29.95,FALSE,https://www.ebay.com/itm/225167406751?hash=item346d05f69f:g:3toAAOSweU1jJhNW&amdata=enc%3AAQAHAAAAoAwoJ%2F%2Ba9KKXvyw%2FbgBA9S%2FxPpDlDHaipvO%2B3nUmYXVaoHQt2pYZpupczNuTaNmN4OfSX7FLrqu2riP4%2F8H1A7e7NuZgrmRbz%2BZovEGHTZxkOqVToLHp2erU8K1n2oclCtfAsuAL6tSIhi%2BGwK2vRkSO1rtBBe4TzeDoUBnjTM0tPvxD4VN5IMfhX147IfavTw1M1fiidBTati%2F2ufFvs0o%3D%7Ctkp%3ABk9SR4y_ic_tYA
stephen king books lot of 10 HB & PB TERROR HORROR THRILLER It The Stand Carrie ,29.97,FALSE,https://www.ebay.com/itm/295233817312?hash=item44bd4e8ae0:g:tUkAAOSwDj5jLJ4n&amdata=enc%3AAQAHAAAAoJRCrdjzTHRwzqgKs3avBfnoD7fDE3UYz%2BZUFyG1Y5P2c0qqAqsM8NWvfCFF%2BvBMuwzFhCB%2FxIFSPjRp5dC6kQ8Zh12j%2FaWkAjLrjAHPrdn1C%2Bb%2FUsfrd4SRK9Wxyxz1vyYpw0tSGFDz0fWe1n69j1pwxTGMi4%2FEUZbBoWuL%2Bfet%2F8FqO8YKGRkM5cwDODvvBUZV68ZLA6UE0CPDwBccCKo%3D%7Ctkp%3ABk9SR5C_ic_tYA
"Stephen King Lot of 5 Vintage Paperback Books 1st Signet Prints, Stand By Me, It",29.99,FALSE,https://www.ebay.com/itm/394237446788?hash=item5bca620a84:g:unwAAOSwiE9jHQeH&amdata=enc%3AAQAHAAAA4JZsDW36uyBYXpzNmBrTa9n3ziU6%2Bd6PyDvoeMNorf6l7riECFkv2MYIjF0Tt5Ox8icYBPCQVpBHS7H4eaWMUxS4yVEXTuel1NFv6ou018EyyJz7ss9y40qeaFFJVwul3Yy7Kd0o4nBiSCMVskIAGHIbCLGk7z3Mw2Gor2Luq%2F1vtgedAxFIEUhrc3FDMRchGKQbQQQeGZTOVJMjbaShTDNeEdjo8XZG9NKg3zSACXuVtbB6ZWqGoJcYqpmd7SNjL3wCzVxHrzQiWyrF8zMifRMeklxTpPnh522ll9moXYSx%7Ctkp%3ABk9SR46_ic_tYA
Stephen King Book Lot ~ It ~ Elevation ~ Storm Of The Century ~ Cujo ~ 8 Books,29.99,FALSE,https://www.ebay.com/itm/195318663848?hash=item2d79e64aa8:g:jH4AAOSwMSFjDmmH&amdata=enc%3AAQAHAAAA4Kc9YC5ozUJhdyTfcY33o91W5Jqq1v5i%2B32EO%2BcnDc6pAQ97dzCoFTdAOfv%2BfQ3Bae4YsEseMVft8Kl%2FWJ3zO2j3i7vPsUOGJxAph6GhL7q3maUQcDH%2BESc02KGurzIGWpIjVJE40KLPxaCLYqDjnY%2FZC9SfocTO45dIGoXiE7rOVZxB4mbPLcSVsaYbqv0Zvbrk3ia6Vkt7ADwQwk1cpk3xTLNd02mbBEPVme0PSqnOxb689Rw5ntCTGHactn8SCgpwHJd8RzAm%2FNjpMcac6CEGMo%2BTxQm4azU8L3axeoj%2B%7Ctkp%3ABk9SR46_ic_tYA
Lot Of 8 Stephen King books It Tommyknockers Gerald's Under Dome Paperback Soft,34,FALSE,https://www.ebay.com/itm/325338063983?hash=item4bbfa8e46f:g:mssAAOSwgGRjHASP&amdata=enc%3AAQAHAAAAoOrIpVUMz1HdM0tNMxqh0ISXOp%2BIVSgO2MySP5JGr1wt7CGnB9g89OmVACz7v8h%2BpKtQC2t1X%2BRwS9k2C4Xow50mM%2FaPUsx38Fsdhdy%2BNNzNk6hlTezIa5Cf9hx0mHFIQ2dyjK%2F2P5RTzff4uoBIQdPnRISmX4BBGSGmyC%2FzlrBvu%2BobBGtPY8qjCRlJ2nkthyVe0nzcjZMVYZDaYhw8uHs%3D%7Ctkp%3ABk9SR5K_ic_tYA
STEPHEN KING SHINING SALEMS LOT DEAD ZONE DARK TOWER IT MISERY PAPERBACK 13ct,34.19,FALSE,https://www.ebay.com/itm/374260307998?hash=item5723a7181e:g:AHwAAOSw7U5jJpsS&amdata=enc%3AAQAHAAAAoBwTAlluLpuqVfm7XU4fud65%2FJ%2BrtPPUGnuIuuAY9EOCV4otXebtf1FzEmg%2B0hPbss5Qyq1Rf2t9QezzNolhB06nk2T5kJ37z2uOuPH2No9xHfrRGUdjNYowmTmc7jG7SW0tmfY4UiDypUyOcQSSPoneQAekLUWmGrr8KTF%2F%2BwbrahyhwfLd8W8gJFGhUZA1P0YPpOw7cxhxLw4IG0v7e%2FU%3D%7Ctkp%3ABk9SR5C_ic_tYA
Stephen King 10 Paperback lot It The Stand Shining Christine Night Shift Cujo +,34.99,FALSE,https://www.ebay.com/itm/265897066098?hash=item3de8b33e72:g:mGwAAOSwiiBjK14k&amdata=enc%3AAQAHAAAA4MMYwz98rxNTiUcvz0XX4ArDp3WEycU5SDtY3zt0SPUjVhyxx6sMaCrhoO4KCbx7YOh8nucTh6TyHe9xFIihwT%2BX2HwzYOYZIhmMXJl7dbxsvg%2BACGZg19qVjCztd%2B8WJb4g7hFzdoMVqN9c9quTXZOMEMeqjZJC3ZUP0y9BoLe4pLZqABjNuzITTp2o3737qAr2ZDu4nx%2B3r9PqpJzth0X7nXpcD6PV2YIp9Z9Ec0LCDsDSn4okOn8un9iffJDMZxSXDPQOm9xO3X5tzpUdeoBXyJR1Xm%2BTnFNuVBGb7yrT%7Ctkp%3ABk9SR46_ic_tYA
IT by Stephen King (1986 Hardcover) Dust Jacket 1st Edition 1st Print,39.99,FALSE,https://www.ebay.com/itm/275466410395?hash=item402313d99b:g:8fIAAOSwKHRjJ39g&amdata=enc%3AAQAHAAAA4A%2BSJtscVk2llfGqGHkCmHMla4rIMnCLW14bT6W6nHYSOndMGkFe62W6sTJBtfgN9cVgvu299cSlDZEVbYqSdJQe404E%2FDfVgyCcwZHSr%2FngzM%2F7Q%2BWNCtPjnYeHZke3FByU7QJb%2Bf5jzvmrtFxBT%2FoT1QfAIZu%2BBbjJGeS4%2B3JcpaHfjRmnDPNBMk5T2wrQexCmv7KKMl9%2FquwthLh49P2U5x1%2FZRXWVUW%2Fk%2BZYxBHu0N%2Fh6LYojtZcXFLB2UvOSd5GAVQHc0tZwR%2B4u10kR%2B9rMwzEpaLa2iQLd0T7ZdvT%7Ctkp%3ABk9SR4y_ic_tYA
Stephen King – IT – True 1st First Edition 1986 Sci-fi Horror ,40,FALSE,https://www.ebay.com/itm/274925668925?epid=490966&hash=item4002d8ca3d:g:D6cAAOSwcn9hK87G&amdata=enc%3AAQAHAAAAoA1HAzJWE54VKkkH5X0Wab0gip1A6Z10qa9vfVdXVhQ8sLQ%2FjPEGk4XmmR4eUyKt13xCxy40PGJigHf3KV5nnZ7RzB0jdJw5htNcaRDGs5Dui1LOMtHGr4dT9EcyBxoTidNkjLwKf4HTB1gTfxIIF6kxyXveLbueicnBfdZYEltRhgoD1xXXSMyr7DqDYUvGb4b4IIDOtD5bMLsaxV5LI6A%3D%7Ctkp%3ABk9SR5K_ic_tYA
"It, Stephen King, True 1st edition hardcover ",44.5,FALSE,https://www.ebay.com/itm/154898641091?hash=item2410adb0c3:g:vzQAAOSww0JiLyYM&amdata=enc%3AAQAHAAAAoCfj3BjuBLBe53Hni6EF0c%2BLB7OPin2wx9XWm4p%2FhNWSYPXBVwNpFW5IPO%2BlRKxA6FhZeTfZu6skrV6ANP3ozXykjOZkQfo3OTtUqn%2BnpX4JU2YM6n%2F0C%2BhyuL8BCRO%2BTLX7aF1jgQSW3bEbElaFyIHbKE1Fd8GXmFiXNnSzintQOGxKQtbNxeyv7CLg5MhjiYKPKOZRL8M84F4y75klRVU%3D%7Ctkp%3ABk9SR5C_ic_tYA
New ListingLot of 3 Books Stephen King Book 1 PC 2 HC Duma Key Wolves of the Calla and IT  ,44.67,FALSE,https://www.ebay.com/itm/255739994869?hash=item3b8b4aa2f5:g:vTYAAOSwdqZgdRWP&amdata=enc%3AAQAHAAAA4AcMeX7ywJ%2BbYw8HEOmRxl8ApP23kCQ0oGs6l5EPZQbuMrK8%2FHS8J%2FznAkJg%2FVC4Tye20q6tR3QFol5uHfdc9oJ5fcQEiYk04ty9lvnl7DEjYzPHeRzYmK%2BWdarfmmeT4l6I%2B77We8W8EwHrP1pc4MOVIEznnPj7mnROXDciN6dUlcFmXMiQsIn%2FoleoHAndRZQ6W5SUS2fLfUcxE7dbcyGH7NISvaH8SL%2BMgTLLOj6bvAHgz69Um5xMNQHyY0xGn4i4ley6LSSo6g8RQ%2BKzdf1bL2zjS8g6xF2Ck0o8XU6N%7Ctkp%3ABFBMkL-Jz-1g
IT by Stephen King Hardcover True 1st Edition 1st Printing 1986 w/ dust jacket ,45,FALSE,https://www.ebay.com/itm/185577691604?epid=490966&hash=item2b354ad9d4:g:NaQAAOSwanVjH43l&amdata=enc%3AAQAHAAAAoMc8ZTjv90kGtsgy1yW8W3jCfB%2FxV9wnhfwtJhQaloi%2BttPGyWwB9l4TmT3QtNqbEV3d4zVZrImXy3HrwWgVBZzBrXaohaHFUJ72OEjn%2FtMwCLRp9c3LdK5O5Sv5YJCAMma%2F8FxjxuqiLv9q%2F5Gs0bmqZs37v%2FpJHpCTLtCQT9K2HPYZIpQXICUpATrkWsk1QCMciSlpNgqR44iOEKAv2rs%3D%7Ctkp%3ABk9SR46_ic_tYA
New ListingIt by Stephen King 1986 1st Edition,45,FALSE,https://www.ebay.com/itm/144731156543?hash=item21b2a6303f:g:Tp8AAOSw9MxjLQZ-&amdata=enc%3AAQAHAAAAoIJia3yEh3aPZ3RqiguVFdrh05CkW9tFj%2B%2FdZUj3y4c4WJX%2FIjQFYY5desvi3W1DmiE8z0idYJPQV22Qh5%2F1wRHVB7mmFCI8wia1FIkw1u4AbD493im3QagJb5XHDTMdvjza6wqP7tNNLCWnwK8M2ldHtc0ob937qwHfl6Brjw7aAm%2BGSfuzLXn9goOZbJyLGzwQ8f771rPk7eQK8NjAXdI%3D%7Ctkp%3ABk9SR46_ic_tYA
"It by Stephen King (1986, Hardcover)",48.17,FALSE,https://www.ebay.com/itm/295064363538?epid=490966&hash=item44b334e212:g:mEYAAOSwFAliuE2J&amdata=enc%3AAQAHAAAA4K7g5m6rO02%2BJxKwu7W21MjX7NDDJYZS1GuJ5h%2FxW%2FPX1selEHgqo5mTdhFa3djjCYKKrHRXNEyVtBoZxvFMNFxNJ%2BzbIPhDqN9WvZxkoxupguDoMZE5ZSAQ0t76BmDqHDsAEcoEr%2F0n3%2Bz96VEsUO%2FGsZRexumMArVpE4xEwl%2FEhROyHRulJmFcuIq6NJRRwNnQrG8PjSvqwZOaPFq%2FMTCZ0d2xbu8sod8h%2FyPGzFMWqPTQEplNddQS2L%2BSxC7JhPW8FylX2LFtl7HDUrCo1g46eu9ElriX7Ue5EChcTWgp%7Ctkp%3ABk9SR5C_ic_tYA
Stephen King IT 1st Edition 1st Printing 1986 HC/DJ 1st/1st Hardcover Viking EUC,49.99,FALSE,https://www.ebay.com/itm/284940879265?epid=490966&hash=item4257ccc5a1:g:yDMAAOSwfLBjBD~s&amdata=enc%3AAQAHAAAAoBHYh8qZRllnadEBkrt%2B0Ymool1GjX4jYYdncSlUGhMaUh%2BUhF4OIe4iSdulEnn6qYqCzLacQBchBLgnLhXpj%2B63%2BQJe7oWOFehseaImvjS9vy%2FArUh2z58Sl2bcz0LGcch1L9Viqi6s0LKEkzTFnNSFiAQnAJBz6Ga3SteVulOP8ezSJ9%2BRtpgyF139qygBAJona30GT%2FQXQt8WbehoS2U%3D%7Ctkp%3ABk9SR5C_ic_tYA
"Stephen King Book Lot Of 19. Thinner,Carrie,The Shining,Cujo,Dream Catcher, etc",49.99,FALSE,https://www.ebay.com/itm/314141775113?hash=item49244f1509:g:cjgAAOSwOS5jHHRt&amdata=enc%3AAQAHAAAAoD5Jog%2BQF80kyzNOAy6qcOTJj5Aw%2FNU0o%2FCGIM2hOvf5Cx%2FmP8yrAwmkSJBNRcIRVf6WdI9swLp7Ti8xTkGXN4lvrx4rdQpeG1%2Bxko8R7khpOmuYqlJbTcFd%2BaHa174%2Fe1rNMnvRnrJIMMgkUHigr4OUugCFhB8L00NRxRMhvvwosyE0C9jvlk5lLxyqtSHJcxe4D3mxYoiI87ah3NRbI9o%3D%7Ctkp%3ABk9SR5K_ic_tYA
"#2 Stephen King Hardcover Book Lot of 20 - Bachman, Shining, Salem's, It, Stand",53,TRUE,https://www.ebay.com/itm/295231800829?hash=item44bd2fc5fd:g:MmcAAOSw9IpjKpd8&amdata=enc%3AAQAHAAAAoCWbWud40JPq7tHMtxPhrHJxhPbZKLJR%2FDucqK26bu4%2FYYOIst1Nq%2FyNRDDkYO37slxdPEKub%2Bdwc0jMxKJQ5AsJS7RLKwdedgZx0J5KJhA%2BBN168rdAIKPSw%2Fv0AsLdJtJA2lP8Yi36heMKMSb0E95gpPZSy2n6xvwbpBzPoUNTT7kS650jiCk5EP7UmgPYS%2Fy%2Bk1jWnMpFdDmDsbpRNSU%3D%7Ctkp%3ABk9SR4y_ic_tYA
New ListingIT by Stephen King ⭐ TRUE $22.95 First Edition 1st Printing Viking Hardcover,57.95,FALSE,https://www.ebay.com/itm/284977744350?epid=490966&hash=item4259ff49de:g:BToAAOSw5ERjFise&amdata=enc%3AAQAHAAAAoF2iG28BcwBZcsrMghSCPw33zoJ6QL9OoEPjsYGop2b4XMjf3mNJptc9mEHXnU4JIQsbKWEtf7JX64WqquULrxW%2FnwGFhOJlYiSIcYC1UrljZ6ipqPk8d%2BG2Je01drJspffHdeQN707PRImAyB%2F0Wi%2FUola1S2zCBwMQxmjmeV12KCbEOE9yhWmJ17f0JuYe6fDqmb9rkk3mIB8QXik8C5U%3D%7Ctkp%3ABk9SR4y_ic_tYA
BRAND NEW!!! Stephen King If It Bleeds TRUE 1st Edition $30.00 SCRIBNER ,59.99,FALSE,https://www.ebay.com/itm/284976334150?hash=item4259e9c546:g:wbQAAOSwB7ZjLKld&amdata=enc%3AAQAHAAAA4K%2BtFOKkqfddN%2B5%2FvT37aO8e8H81PRtSNTEC7fnEpoYDS5%2FuvO2f72WD96vCdtVjEtn055TkCahZertf5ogHg2jQvByZe%2FeQkUggGz%2BULFY6jolNRHwc5lhwNBzy1o1IMw6qbNfmnQHleKvaqzgABGK7MWFaW3F%2BeTRRa5u5kuNdlDDm5v8gS%2BzAxFfIhuvqJvS65nxbYhBpL7zC69eQ3K%2B8nCiFfDomVB8nYcvWzYCzR3rMAJkfzh9SpZiNY54mzSPgxmRtlPlAFaqGNDWLgzFOq0teg4PvjrHL%2B%2FLHnhpn%7Ctkp%3ABFBMjr-Jz-1g
IT Stephen King 1986 Hodder & Stoughton UK 1st Edition / 1st Print Hardcover VTG,59.99,FALSE,https://www.ebay.com/itm/165651589762?epid=1000220483&hash=item26919aaa82:g:mUoAAOSwJTpjDktd&amdata=enc%3AAQAHAAAAoMBHHuno7YaN0V2SS07hn4v2Ev4PqDk1kGxyGvMF0dBhn4fdzh3Zy9D%2Fes3opHpXUVu7UpDU3Ss1ToT9zfAr1GRX9cpGNilH%2F3nvv%2Fzwv7inH1FHV%2BtK0yzGY3NSJN86NBEKhPKqysUl03RxLWOs6cEuqjsbO4VHkX0XhNCrDIWwMN5DcQYIFJ5xaXnbcAZY0MOtui89agzvTAXd7vzcszk%3D%7Ctkp%3ABk9SR46_ic_tYA
4 UK Stephen King Hardcover Books DJ EXLIB Outsider IT Wind Through Keyhole DOME,59.99,FALSE,https://www.ebay.com/itm/194274813119?hash=item2d3bae64bf:g:xtoAAOSwPXpi-BKC&amdata=enc%3AAQAHAAAAoPPGRoOe0Rift%2BVbBWlRKdLd7QqkSPmNXX9ATFB2DU1KBWH0MtM5KjD8cU268X%2BF6nArqvd2RyVPQONa1cypeSojHNNc4FuiLy2Jp5WBNpZ53WOqX%2Ba9XBdhjYqrfKoHMh7KlDbMv8Mj3gfhOmN0p1GgEDZgSFX5BdmCfpgvIaINbOnoZ5YPCdZ6%2FBXommyRqfL1CMMx5ul9J9aeqfVMr3Q%3D%7Ctkp%3ABk9SR5K_ic_tYA
"IT by Stephen King 1986, HC/DJ, 1st Edition 1st Print 1st/1st Hardcover Viking",64.75,FALSE,https://www.ebay.com/itm/204093643794?epid=490966&hash=item2f84eddc12:g:hNYAAOSwDYBiqnK6&amdata=enc%3AAQAHAAAA4M3pNucSyiqwB4hynAOLC0BDN%2Bnvh0fWoSZFwZgehT45PLDbwuV9JzWt0QyNWNqL5alSej41Y8FudoOOrefmpo4xIAIddNIp%2BCrOJGBTbjE0VCXLwL27dOW%2B1D6yNvD91uk9g2n8xl80dmY7lAvRbylyUkxNx0xIWUjK062%2BmGZ%2FGduVYKMzF0GYbiQe5m5kU%2F%2FZuec6%2FMRYOhUK7FC4Z6rxCJ3AbfDFDlXggGXUzY11r9vig30xVpQmDxfi4%2F7FNwZursv40TLcBRVvL34WATr69J%2F9rU2l5SU7Ae15yGC9%7Ctkp%3ABk9SR5S_ic_tYA
IT Nobel Book Stephen King 4 Volume Complete Set Japanese,64.99,FALSE,https://www.ebay.com/itm/133683810708?hash=item1f202d1194:g:F2EAAOSwIStgQm8I&amdata=enc%3AAQAHAAAA4FWqXIY61r5fEfjIQ62Fxdu0B1zii6KTDGSQEaC11Hm77eQuD%2FHnBdbpZKN9GsXbnqJXbwOJOICccKmj%2FpzZSoG8qh3PlFVtxsT%2FvCB7XuliQwrn1Dyk0vVO1OPJJH%2BMCn%2FJJFkUyC9p%2Fdk7J8uWjAmKqfFEaR0f1URouz2D%2Fsrd8EwqK4%2BB5xNZwoHDSc9sdIGzIvRoUIl%2FpsCApj3CyNzzlsNnrHSQVnxTueOcNCrJ2t9p8l0wIppmtQg0SksOboHLKpmvaD2Qh3ueeQqBpQqYHw3%2F1t1XFcgrJnJfakUt%7Ctkp%3ABk9SR46_ic_tYA
"Fairy Tale Stephen King (IT, Shining, Dark Tower) HC First UK Edition Fine NEW",65,FALSE,https://www.ebay.com/itm/325351996666?hash=item4bc07d7cfa:g:n94AAOSwelhjK4pH&amdata=enc%3AAQAHAAAAoEF7pF33SOFZT2hGbYsLQLiFow3xjXOexahMrSGD7d7wK%2BUV0gHyBT0c5V177xOe7CUuShc3vyjN0QLJDwbaX0HkL7S0WSmZPNf0n58IVdCYyPdPdJzGz597ppg3gU%2FyXftrzlbhbkzYbRklk3T2FUWiFbYJJqT9P4O%2FLz3DXCVoA0HNQH24mNMRBAGN7y%2Fr0dNwpZlQlXOpY1ruPqBP0cY%3D%7Ctkp%3ABk9SR5C_ic_tYA
"New ListingFour Past Midnight Stephen King (Carrie, IT, Shining) HC First UK Edition 1990",65,FALSE,https://www.ebay.com/itm/403901876578?hash=item5e0a6d8962:g:hPYAAOSwfj1jLZPK&amdata=enc%3AAQAHAAAAoNrG4%2BHQKs6q63qH%2BTmdmW87LuGxxXOlQXfCreTlYxJsW9%2F3LnIcyBV1hIbjHTgmk4BdGgyoyzpWLCCza3DpZ5yY8Ssw3iqdV%2BLF7axXV1GH6isAYLiJTWpaQo7tWMk%2BaTaXAaGjbjcYrLg%2B%2B8GvRi0%2B4gbi2IjJ7RKei2ZZqAOBTgM3zUODGB0sNX12wXG7nnN0X%2B4WN8z8%2BSY6UempLnU%3D%7Ctkp%3ABk9SR5S_ic_tYA
IT Stephen King 1986 First Edition HC/DJ free S/H 1st,75,FALSE,https://www.ebay.com/itm/144691347675?hash=item21b046c0db:g:BW4AAOSwbvFjBVgs&amdata=enc%3AAQAHAAAAoBV1Yuazqvl5udsDeO4OxuVT7gtlMpzIN1rdJkINz4vJ95Il8xfAa7pjZUeulrSBzvySbJS45EdUBju97W%2BbZRgowS64qSvXTWkf2MtWeZUQgrm0iCZAZj6m7F%2Fg3OwM9JM2lN%2BfHrJH4pSj05ROxXOjjdIz3JVBZcb%2FMtAZHmDkjS7rDyq9XSADGbIpE58dmMTFVLhkBTU5QznLXXVkqCw%3D%7Ctkp%3ABk9SR5K_ic_tYA
"IT by Stephen King  Hardcover, 1st UK Edition It’s Printing 1986",100,FALSE,https://www.ebay.com/itm/385099086358?epid=1000220483&hash=item59a9b1ba16:g:7DwAAOSwooBjFMb2&amdata=enc%3AAQAHAAAAoDsgmaLpiHGEjrP7NxyTNNBifFwXnwqh%2FjUE7nQUUCN81uqlPhDDirb6yXOdyhmkbY6aDPDisBOAu6y2fW543%2FSbkXMN5kusU%2ByPUwq3wwqyUEO0R%2BIuGn2zgSER3tf6cwHl%2BdeOFP4UKrVt8M%2FdQKoDxOSKnHhQpwKIC%2Fl4JvYcXfotGwBtK6xLZ9bhDmPlGeq8cpwKImXTZ7itLHL6G1o%3D%7Ctkp%3ABk9SR5C_ic_tYA
VINTAGE SEALED Stephen King The Shining Hardcover Book Never Opened 1977 New,125,TRUE,https://www.ebay.com/itm/125519356207?hash=item1d3989612f:g:X~YAAOSwRUhjJ7ym&amdata=enc%3AAQAHAAAA4C9dwQXYdBdIRFVaDoML0G4Plcfjy7QqBaoehvhOMUx0eSm3advnYJg0GtTInjE5049WKGsslFZPakVNIWHB6Z9HbjsVlQ3%2B0L5nn3qY6xUK6OiSTyO9%2F2vjoFyqborNkQ4wg56lSSiCwc7JtZ7dvRFaaY3IV7%2B1spq9NhVKHmecCToCgIi6jgjUs%2FFUT4eyYFDXXz2Wd4z4BoccK%2FRzW6MNEfIS%2FT36mp3wgrdLTm7JbZJkUAPSwYcFcXMai4vO48deiHtfjVKHxaDIufbJ6SKufKnjiKAcKr3ht8EmOfvj%7Ctkp%3ABk9SR5K_ic_tYA
"New ListingMixed Lot of 12 Stephen King Novels - wolves of the calla, IT, the Shining, etc.",149.99,FALSE,https://www.ebay.com/itm/144731435312?hash=item21b2aa7130:g:XNMAAOSwK5RjLUQP&amdata=enc%3AAQAHAAAAoMTjBNbQUXgy0p%2F91QSKU3yzGsbdUQHX9ao5eFYgzEstT5Fd9K3wecyqk6g6Tt3W7ZF%2FzkyBq1%2FoF%2BoFaOB3HDlfgsjjY3YsbHmuQR%2FWBEKu3edsZ4zIUFMLRIXrIS46MG72muJzV%2FMRsDRptApKbKe%2FJ427z%2B11%2FaxMeQJufmfjL%2BJT6%2FPZFwrBPIq6VApUhusCAX2xDnCHNKnAuMYcxd4%3D%7Ctkp%3ABk9SR4y_ic_tYA
Lot Of 6 Stephen King Hardcover Books- It The Stand Pet Sematary,174.99,FALSE,https://www.ebay.com/itm/144728901328?hash=item21b283c6d0:g:7EsAAOSwE6BjK1IE&amdata=enc%3AAQAHAAAA4Acj8YqhAMKZSLcSDTCXJ4sPDBqWC7JPFLLXuc2D3ZWtjf5t4zceuW0aKETOhmFqC4DyK%2BVUlDK5StBlajNLAOfa3ikbf1%2B95TABNrdt8PYwqERPHD36QqjsQYWzJ0yjs8lHmBhHgOvKMUmT7d3AZcocq3USSDfU76KFlwUm%2F7gi5eHo8Y%2BhqIYsbTf496U17a4XjGPsW4HusO4xku0CbQeuoUTQ%2FE%2FuQiZf0fTj30W8vaMVeAG2ERBmSBBqda%2BgJCzwXEtvTGEAwMOFfDXbTvQPBTham4j3qcgRmaeYr0Ny%7Ctkp%3ABFBMjr-Jz-1g
STEPHEN KING ~ IT ~ A NOVEL~ FIRST ED ~ LIMITED ED SIGNED DUSTJACKET New HC Oop,189.98,FALSE,https://www.ebay.com/itm/202533962750?hash=item2f27f703fe:g:0B0AAOSwHt1bxMKd&amdata=enc%3AAQAHAAAAoA0vlJIVklYJrZc0T3%2Bp2VsIIyiEsopxl%2Far2kjqv07Lmt17PtUpsAj%2Bj033Zg285HU28ou%2FTrSeG4XBx3Vj%2FHHmX8Eh5%2BQXb6zJA3QCY80AJ04i8JNR6RwhXr6TF3z%2BK1c0k48Koz%2FTO19bNpe%2B8L0H4U1PgLW5zmdEzqvIWBTz0uZOVqEkmnoKum2cHZWWBYvso1ILaYWIKKczcLDZWuI%3D%7Ctkp%3ABk9SR5K_ic_tYA
